ID,Name,Age,Nationality,Overall,Potential,Club,Value,Wage,Preferred Foot,International Reputation,Skill Moves,Position,Joined,Contract Valid Until,Height,Weight,Release Clause
189780,E. Pezzi,28,Italy,65,65,Carpi,425,1,Right,1,2,LB,2018,01/01/2020,5.916666667,165,659
189795,Éder,30,Portugal,75,75,Lokomotiv Moscow,6500,1,Right,2,3,ST,2018,01/01/2020,6.25,179,13700
189802,D. McCrory,28,Republic of Ireland,65,65,Burton Albion,425,3,Left,1,2,LB,2012,01/01/2019,6.083333333,179,744
189865,D. Templeton,29,Scotland,66,66,Burton Albion,625,4,Right,1,4,LM,2018,01/01/2020,5.75,139,1100
189868,M. Marshall,31,Jamaica,66,66,Charlton Athletic,575,4,Left,1,3,RM,2017,01/01/2019,5.583333333,152,1000
189881,C. Smalling,28,England,81,82,Manchester United,16000,130,Right,3,2,RCB,2010,01/01/2019,6.333333333,179,30800
189942,A. Ligi,28,Italy,66,66,Carpi,525,1,Right,1,2,CB,2017,01/01/2019,6.25,183,814
190156,Rubén Pérez,29,Spain,75,75,CD Leganés,5000,26,Right,1,2,LCM,2018,01/01/2022,5.833333333,161,10500
190243,M. Hitz,30,Switzerland,79,79,Borussia Dortmund,8000,41,Right,2,1,GK,2018,01/01/2021,6.333333333,196,13600
190247,J. Brayford,30,England,66,66,Burton Albion,475,3,Right,1,2,RCB,2017,01/01/2019,5.666666667,157,831
190311,L. Taylor,28,Montserrat,67,67,Charlton Athletic,800,5,Right,1,3,RS,2018,01/01/2020,6.166666667,174,1400
190430,J. Bennett,28,England,72,72,Cardiff City,2500,30,Left,1,3,LB,2016,01/01/2021,5.833333333,163,4900
190432,Oier,32,Spain,71,71,CA Osasuna,1400,7,Right,1,2,RDM,2008,01/01/2019,5.833333333,159,2200
190456,N. Clyne,27,England,79,80,Liverpool,11500,94,Right,2,3,RB,2015,01/01/2020,5.75,148,22700
190461,B. Sigurðarson,27,Iceland,73,74,,,0,Right,1,3,ST,2016,,6.083333333,190,4585.060806
190483,Douglas Costa,27,Brazil,86,86,Juventus,46500,175,Left,3,5,LM,2018,01/01/2022,5.666666667,154,76700
190520,T. Jantschke,28,Germany,75,75,Borussia Mönchengladbach,5500,24,Right,2,2,LCB,2009,01/01/2021,5.833333333,168,9400
190531,E. Mangala,27,France,76,78,Manchester City,7500,84,Left,2,2,CB,2014,01/01/2019,6.166666667,185,14400
190547,K. Glik,30,Poland,83,83,AS Monaco,19000,86,Right,3,2,RCB,2016,,6.25,176,36100
190722,M. Sordell,27,England,66,66,Burton Albion,675,4,Right,1,3,RM,2017,01/01/2020,5.833333333,179,1200
190765,P. Groß,27,Germany,77,78,Brighton & Hove Albion,10000,47,Right,2,4,CAM,2017,01/01/2022,5.916666667,172,19800
190813,S. El Shaarawy,25,Italy,81,82,Roma,21000,77,Right,3,5,LM,2016,01/01/2020,5.833333333,159,37300
190871,Neymar Jr,26,Brazil,92,93,Paris Saint-Germain,118500,290,Right,5,5,LW,2017,01/01/2022,5.75,150,228100
190939,S. Chhetri,33,India,67,67,,,0,Right,1,3,LS,2016,,5.583333333,154,4585.060806
190941,L. Hrádecký,28,Finland,84,84,Bayer 04 Leverkusen,,74,Right,2,1,GK,2018,01/01/2023,6.333333333,187,37400
190982,Alberto Perea,27,Spain,68,68,Cádiz CF,950,4,Right,1,3,CAM,2017,01/01/2020,5.75,152,1500
191005,A. Elmohamady,30,Egypt,72,72,Aston Villa,2200,14,Right,2,3,RB,2017,01/01/2020,6,172,4300
191006,A. Golec,28,Australia,62,62,Central Coast Mariners,250,1,Left,1,2,LCB,2017,01/01/2019,6.25,187,313
191043,Alex Sandro,27,Brazil,86,86,Juventus,36500,160,Left,3,3,LB,2015,01/01/2020,5.916666667,176,60200
191066,F. Kroos,27,Germany,72,75,1. FC Union Berlin,3100,20,Right,1,3,LCM,2016,01/01/2019,6,172,5300
191076,J. Guðmundsson,27,Iceland,79,79,Burnley,13000,61,Left,1,4,RM,2016,01/01/2021,5.833333333,170,24700
191180,J. Pastore,29,Argentina,82,82,Roma,21500,84,Right,3,4,,2018,01/01/2022,6.166666667,172,36600
191202,N. Matić,29,Serbia,84,84,Manchester United,,165,Left,3,3,CDM,2017,01/01/2020,6.333333333,187,44400
191222,Unai Medina,28,Spain,71,71,CD Numancia,1900,7,Right,1,2,RB,2015,01/01/2019,5.833333333,172,3000
191725,P. Morales,33,Chile,74,74,CD Universidad de Concepción,3400,5,Right,2,3,CAM,2018,01/01/2018,5.916666667,170,4800
191740,Ander Herrera,28,Spain,81,81,Manchester United,17500,140,Right,3,3,CM,2014,01/01/2019,6,154,32400
191783,V. Berisha,25,Kosovo,76,79,Lazio,9500,40,Right,2,4,LM,2018,01/01/2023,5.75,154,16900
192026,Souza,30,Brazil,71,71,Cerezo Osaka,1800,6,Right,1,3,LCM,2017,01/01/2021,6,165,2200
192071,M. D'Alessandro,27,Italy,70,70,Udinese,1900,14,Right,1,3,RM,2016,30/06/2019,5.666666667,143,4585.060806
192073,A. Bertolacci,27,Italy,77,77,Milan,9000,75,Left,2,4,CM,2015,01/01/2019,5.833333333,165,15300
192114,A. Briseño,24,Mexico,72,77,CD Feirense,3500,7,Right,1,2,RCB,2017,01/01/2019,6.083333333,165,7700
192119,T. Courtois,26,Belgium,89,90,Real Madrid,53500,240,Left,4,1,GK,2018,01/01/2024,6.5,212,113700
192123,C. Wood,26,New Zealand,77,78,Burnley,10500,56,Right,1,2,ST,2017,01/01/2021,6.166666667,203,20700
192146,V. Ignatiev,31,Russia,75,75,Lokomotiv Moscow,4400,1,Right,1,3,RB,2016,01/01/2019,5.916666667,159,9200
192227,S. Mustafi,26,Germany,82,84,Arsenal,22500,115,Right,3,2,,2016,01/01/2021,6,181,44400
192315,Henrique,33,Brazil,65,65,Brisbane Roar,325,2,Right,1,3,LW,2018,01/01/2019,5.416666667,132,406
192317,J. Steer,25,England,65,70,Charlton Athletic,525,4,Left,1,1,GK,2016,30/06/2019,6,176,4585.060806
192318,M. Götze,26,Germany,82,85,Borussia Dortmund,27000,67,Right,4,4,CM,2016,01/01/2020,5.75,165,47900
192366,N. Otamendi,30,Argentina,85,85,Manchester City,28500,170,Right,3,2,CB,2015,01/01/2022,6,179,52700
192387,C. Immobile,28,Italy,87,87,Lazio,52000,115,Right,3,3,ST,2016,01/01/2023,6.083333333,187,88400
192431,Mario Ortíz,29,Spain,68,68,CF Reus Deportiu,850,4,Right,1,2,LCM,2018,01/01/2020,5.833333333,143,1300
192448,M. ter Stegen,26,Germany,89,92,FC Barcelona,58000,240,Right,3,1,GK,2014,01/01/2022,6.166666667,187,123300
192479,B. Reeves,26,Northern Ireland,64,65,Charlton Athletic,525,3,Left,1,3,CAM,2017,01/01/2019,5.666666667,148,958
192490,Juan Villar,30,Spain,73,73,CA Osasuna,3800,9,Right,1,3,RM,2018,01/01/2021,6,159,6000
192505,R. Lukaku,25,Belgium,87,89,Manchester United,62500,230,Left,3,3,ST,2017,01/01/2022,6.25,207,120300
192555,I. El Adoua,31,Morocco,70,70,CD Aves,1200,7,Right,1,2,CDM,2018,01/01/2019,6.166666667,174,2500
192563,B. Leno,26,Germany,84,87,Arsenal,,115,Right,3,1,GK,2018,01/01/2023,6.25,183,53300
192575,E. Badu,27,Ghana,75,75,Udinese,7000,25,Right,2,3,CM,2010,01/01/2020,5.666666667,154,12600
192587,A. Ioniţă,27,Moldova,74,74,Cagliari,6000,27,Right,2,3,CAM,2016,01/01/2021,6,161,10200
192593,D. Subašić,33,Croatia,83,83,AS Monaco,13000,70,Right,3,1,GK,2012,,6.25,185,24700
192634,Marc Mateu,28,Spain,73,73,CD Numancia,4000,10,Left,1,3,LB,2015,01/01/2019,5.916666667,157,6500
192638,Marcos Alonso,27,Spain,83,84,Chelsea,24000,130,Left,2,3,LB,2016,,6.166666667,192,46200
192660,S. Polter,27,Germany,72,73,1. FC Union Berlin,3600,24,Right,1,3,ST,2017,01/01/2020,6.25,205,6100
192667,A. Nyom,30,Cameroon,74,74,CD Leganés,4100,27,Right,2,3,RWB,2016,30/06/2019,6.166666667,179,4585.060806
192679,Escudero,28,Spain,79,79,Sevilla FC,10000,20,Left,1,3,LM,2015,01/01/2021,5.75,159,21000
192738,M. Sans,30,France,63,63,Chamois Niortais Football Club,270,1,Right,1,2,CB,2014,01/01/2020,6.25,190,473
192774,K. Manolas,27,Greece,85,87,Roma,37500,96,Right,3,2,LCB,2014,01/01/2022,6.166666667,183,66600
192838,E. Schelotto,29,Italy,73,73,Brighton & Hove Albion,3000,34,Right,1,3,RB,2017,01/01/2020,6.166666667,170,5700
192883,H. Mkhitaryan,29,Armenia,83,83,Arsenal,25500,145,Right,3,4,RM,2018,,5.833333333,165,48500
192970,D. Mayor,27,England,66,66,Bury,675,5,Right,1,4,LCM,2014,01/01/2019,6,168,1200
192985,K. De Bruyne,27,Belgium,91,92,Manchester City,102000,355,Right,4,4,RCM,2015,01/01/2023,5.916666667,154,196400
193035,Salcedo,27,Spain,60,62,CF Rayo Majadahonda,170,1,Right,1,1,GK,2017,01/01/2019,6.083333333,176,276
193041,K. Navas,31,Costa Rica,87,87,Real Madrid,30500,195,Right,3,1,GK,2014,01/01/2020,6.083333333,176,62500
193080,De Gea,27,Spain,91,93,Manchester United,72000,260,Right,4,1,GK,2011,01/01/2020,6.333333333,168,138600
193082,J. Cuadrado,30,Colombia,84,84,Juventus,,150,Right,3,5,RAM,2015,01/01/2020,5.833333333,159,48700
193091,B. Nuytinck,28,Netherlands,74,76,Udinese,5500,22,Left,1,2,LCB,2017,01/01/2021,6.25,181,10300
193098,C. Clemens,26,Germany,73,73,1. FC Köln,4300,17,Right,2,3,RM,2017,01/01/2021,5.833333333,174,6400
193105,A. Areola,25,France,81,85,Paris Saint-Germain,16500,61,Right,2,1,GK,2010,01/01/2019,6.416666667,207,31800
193116,M. Gonalons,29,France,75,75,Sevilla FC,5000,47,Right,3,3,CDM,2016,30/06/2019,6.166666667,168,4585.060806
193133,J. Stryger Larsen,27,Denmark,73,75,Udinese,3900,19,Right,1,3,LB,2017,01/01/2022,6,181,7300
193158,D. Pröpper,26,Netherlands,77,78,Brighton & Hove Albion,10500,47,Right,2,3,CM,2017,01/01/2021,6.083333333,174,20700
193165,J. Corona,25,Mexico,81,83,FC Porto,21500,18,Right,3,5,RM,2015,01/01/2020,5.666666667,137,44600
193186,N. Etheridge,28,Philippines,73,75,Cardiff City,3300,28,Right,1,1,GK,2017,01/01/2021,6.25,196,6900
193187,K. Bennett,27,England,66,66,Bristol Rovers,675,4,Right,1,4,LM,2018,01/01/2019,5.416666667,134,1200
193211,A. Ignjovski,27,Serbia,70,70,1. FC Magdeburg,1500,8,Right,2,2,RB,2018,01/01/2020,5.75,157,2300
193251,C. Schösswendter,29,Austria,66,66,1. FC Union Berlin,500,8,Right,1,2,CB,2017,01/01/2019,6.333333333,172,800
193254,C. Trimmel,31,Austria,72,72,1. FC Union Berlin,2000,20,Right,1,3,RB,2014,01/01/2019,6.166666667,179,3300
193267,F. Pisacane,32,Italy,72,72,Cagliari,1800,20,Right,1,2,CB,2015,01/01/2019,5.833333333,170,3000
193283,T. Delaney,26,Denmark,82,83,Borussia Dortmund,21500,61,Left,2,3,LCM,2018,01/01/2022,6,174,38200
193293,J. Rodríguez,33,Uruguay,69,69,CD Palestino,650,3,Left,1,3,CAM,2018,01/01/2018,5.666666667,143,878
193301,A. Lacazette,27,France,85,86,Arsenal,45000,180,Right,3,4,ST,2017,01/01/2022,5.75,161,88900
193303,A. Richards,27,Wales,69,69,Cardiff City,875,19,Right,1,3,RB,2016,01/01/2019,5.75,165,1800
193348,X. Shaqiri,26,Switzerland,81,81,Liverpool,19000,130,Left,3,5,CAM,2018,01/01/2023,5.583333333,159,36100
193352,R. Rodríguez,25,Switzerland,80,83,Milan,15500,81,Left,3,4,LB,2017,01/01/2021,5.916666667,170,27500
193359,R. Romo,28,Venezuela,69,71,,,0,Right,1,1,GK,2016,,6.5,187,4585.060806
193369,Galán,32,Spain,69,69,CF Rayo Majadahonda,575,4,Right,1,2,RB,2018,01/01/2019,5.916666667,174,891
193420,M. Schmiedebach,29,Germany,72,72,1. FC Union Berlin,2400,22,Right,2,3,CDM,2016,30/06/2020,5.583333333,154,4585.060806
193421,Javi Lara,32,Spain,70,70,Córdoba CF,1300,6,Right,1,3,RCM,2017,01/01/2019,5.833333333,161,2100
193425,H. Behrens,28,Germany,75,75,1. FC Nürnberg,6500,24,Right,1,3,RDM,2015,01/01/2021,6.166666667,181,11700
193431,H. Lingani,30,Ivory Coast,64,64,AS Béziers,325,1,Right,1,2,CB,2017,01/01/2021,6,159,569
193468,L. Benito,26,Switzerland,72,75,BSC Young Boys,3200,15,Left,1,2,LB,2015,01/01/2019,6,187,5000
193550,B. Kayal,30,Israel,72,72,Brighton & Hove Albion,2900,31,Right,1,3,LCM,2015,01/01/2019,5.833333333,163,5500
193554,D. Sakho,28,Senegal,74,74,Bursaspor,6000,30,Right,1,3,ST,2016,30/06/2019,6,174,4585.060806
193608,O. Clarke,26,England,65,65,Bristol Rovers,575,3,Right,1,3,RCM,2009,01/01/2019,5.916666667,170,1000
193685,S. Manolev,32,Bulgaria,70,70,,,0,Right,2,3,RB,2016,,6.083333333,174,4585.060806
193695,Nélson Lenho,34,Portugal,71,71,CD Aves,675,8,Left,1,3,LB,2017,01/01/2020,5.833333333,157,1400
193714,N. Pejčinović,30,Serbia,77,77,Changchun Yatai FC,6500,13,Right,2,2,CB,2018,01/01/2020,6.083333333,176,14000
193735,Juan Dominguez,28,Spain,70,70,CF Reus Deportiu,1800,6,Right,1,3,RCM,2017,01/01/2020,5.916666667,157,2700
193757,Edu Ramos,26,Spain,69,73,Cádiz CF,1100,5,Right,1,2,CDM,2018,01/01/2019,5.833333333,148,1900
193772,A. Kovácsik,27,Hungary,69,70,,,0,Right,1,1,GK,2016,,6.333333333,179,4585.060806
193847,Osmar,30,Spain,71,71,Cerezo Osaka,1800,5,Left,2,2,CDM,2016,31/12/2018,6.333333333,196,4585.060806
193849,C. Hourihane,27,Republic of Ireland,74,74,Aston Villa,6000,18,Left,1,3,LCM,2017,01/01/2020,5.916666667,137,11400
193860,T. Schick,28,Austria,68,68,BSC Young Boys,900,9,Right,1,3,RM,2016,01/01/2019,5.916666667,161,1400
193864,Bruno Monteiro,33,Portugal,68,68,CD Tondela,525,3,Right,1,2,LDM,2014,01/01/2020,5.833333333,161,1100
193875,J. Hingert,27,Australia,65,65,Brisbane Roar,450,2,Right,1,2,RB,2011,01/01/2020,5.583333333,150,563
193891,Borja Viguera,31,Spain,67,67,CD Numancia,675,4,Right,1,3,ST,2018,01/01/2020,6,168,1100
193900,J. Hunt,27,England,69,69,Bristol City,875,18,Right,1,3,RB,2018,01/01/2021,5.75,157,1700
193909,Escassi,29,Spain,71,72,CD Numancia,2100,7,Right,1,2,CDM,2016,01/01/2020,6.083333333,172,3500
193911,S. Paul,31,India,57,57,,,0,Right,1,1,ST,2016,,6.083333333,172,4585.060806
193932,R. Lambe,27,Bermuda,63,63,Cambridge United,375,3,Right,1,3,LM,2018,01/01/2020,5.75,179,656
194017,A. Weimann,26,Austria,72,72,Bristol City,3400,32,Right,1,3,RS,2018,01/01/2021,5.833333333,168,6500
194020,Pelé,26,Guinea Bissau,75,77,AS Monaco,6500,48,Right,1,3,CDM,2018,01/01/2023,6,170,12800
194053,L. Sobiech,27,Germany,74,74,1. FC Köln,4700,17,Right,1,2,CB,2018,01/01/2022,6.416666667,194,7100
194146,K. Long,27,Republic of Ireland,73,73,Burnley,3400,36,Right,1,2,LCB,2010,01/01/2021,6.25,181,6400
194319,D. Ward,27,England,69,69,Cardiff City,1100,22,Left,1,3,ST,2017,01/01/2020,5.916666667,159,2200
194333,R. Gikiewicz,30,Poland,73,73,1. FC Union Berlin,2600,19,Right,1,1,GK,2018,01/01/2020,6.25,179,4100
194644,Montoya,27,Spain,77,78,Brighton & Hove Albion,8000,43,Right,2,3,RB,2018,01/01/2022,5.75,161,15800
194730,Juan Carlos,30,Spain,71,71,CD Lugo,1500,5,Right,1,1,GK,2017,01/01/2019,6.166666667,181,2400
194894,F. Rossi,27,Italy,60,64,Atalanta,180,3,Right,1,1,GK,2017,01/01/2022,6.333333333,183,320
194937,T. Parkes,26,England,65,65,Carlisle United,475,3,Left,1,2,CB,2017,01/01/2019,6.166666667,174,831
194945,R. Varga,28,Hungary,72,72,,,0,Right,1,3,RW,2016,,6,174,4585.060806
194957,P. Jones,26,England,79,80,Manchester United,12000,110,Right,2,2,CB,2011,01/01/2019,6.083333333,157,23100
194964,N. Mendez-Laing,26,England,71,72,Cardiff City,2800,30,Right,1,3,RW,2017,01/01/2021,5.916666667,165,5800
195086,D. Lovren,28,Croatia,81,82,Liverpool,16000,115,Right,2,2,RCB,2014,01/01/2021,6.166666667,185,31600
195124,D. Amoo,27,England,63,63,Cambridge United,375,3,Right,1,3,RM,2017,01/01/2019,5.833333333,170,656
195722,R. Cereceda,33,Chile,67,67,CD O'Higgins,290,3,Left,1,2,LB,2018,01/01/2018,5.666666667,161,392
195838,Crivellaro,29,Brazil,71,71,CD Feirense,2300,9,Left,1,3,CAM,2018,01/01/2019,6,172,4900
195864,P. Pogba,25,France,87,91,Manchester United,64000,210,Right,4,5,RDM,2016,01/01/2021,6.333333333,185,123200
195905,L. Gutiérrez,33,Bolivia,67,67,,,0,Right,1,2,RM,2016,,5.916666667,190,4585.060806
196070,H. Martínez,31,Chile,67,67,CD Universidad de Concepción,525,2,Right,1,2,CB,2018,01/01/2018,5.833333333,161,735
196688,A. Corzo,29,Peru,69,69,,,0,Right,1,3,LB,2016,,5.666666667,165,4585.060806
196896,Babanco,32,Cape Verde,71,71,CD Feirense,1800,8,Left,1,3,LDM,2017,01/01/2020,5.833333333,154,3800
196913,J. Campos,30,Bolivia,71,71,,,0,Left,1,3,CAM,2016,,5.75,141,4585.060806
196916,M. Pack,27,England,72,73,Bristol City,3500,30,Right,1,3,LCM,2013,01/01/2021,6.166666667,163,6900
196942,Iñigo Pérez,30,Spain,74,74,CA Osasuna,4200,9,Left,1,2,LDM,2018,01/01/2022,5.833333333,163,6700
196946,E. Izaguirre,32,Honduras,68,68,Celtic,500,17,Left,1,3,LB,2018,01/01/2019,5.833333333,170,900
197061,J. Matip,26,Cameroon,80,82,Liverpool,15000,99,Right,2,2,CB,2016,01/01/2020,6.333333333,198,29600
197170,K. Harris,25,England,65,68,Cardiff City,675,11,Right,1,3,LM,2012,01/01/2019,5.75,150,1400
197242,G. Krychowiak,28,Poland,78,79,Lokomotiv Moscow,9500,1,Right,3,3,LCM,2016,01/01/2021,6.083333333,187,20700
197445,D. Alaba,26,Austria,85,87,FC Bayern München,38000,110,Left,4,3,LB,2010,01/01/2021,5.916666667,168,65600
197781,Isco,26,Spain,88,91,Real Madrid,73500,315,Right,3,4,LW,2013,01/01/2022,5.75,174,156200
197786,G. Donati,28,Italy,73,73,1. FSV Mainz 05,3200,21,Right,2,2,RB,2016,01/01/2019,5.833333333,168,5700
197837,D. Boyata,27,Belgium,75,77,Celtic,6500,42,Right,1,2,RCB,2015,01/01/2019,6.166666667,190,12200
197996,E. Larsson,26,Sweden,66,67,Malmö FF,625,2,Right,1,2,RWB,2018,01/01/2021,5.75,150,859
198009,M. Perin,25,Italy,84,89,Juventus,,105,Right,2,1,GK,2018,01/01/2022,6.166666667,170,50900
198031,Sérgio Oliveira,26,Portugal,79,82,FC Porto,15500,17,Right,1,3,CM,2015,01/01/2021,5.916666667,159,32200
198062,Pichu Atienza,28,Spain,70,72,CD Numancia,1700,6,Right,1,2,RCB,2018,01/01/2020,6.25,187,2800
198077,P. Herrmann,27,Germany,77,77,Borussia Mönchengladbach,9500,29,Right,2,3,RM,2010,01/01/2019,5.833333333,154,16200
198113,M. Höger,28,Germany,75,75,1. FC Köln,6500,21,Right,2,2,CM,2016,01/01/2021,6,183,9800
198176,S. de Vrij,26,Netherlands,84,86,Inter,,88,Right,3,2,CB,2018,01/01/2023,6.166666667,172,55900
198190,G. Cunningham,27,Republic of Ireland,74,75,Cardiff City,5000,35,Left,1,3,LB,2018,01/01/2021,6,154,10400
198240,Raul García,29,Spain,73,73,CD Leganés,3000,22,Left,1,2,LB,2017,01/01/2019,5.75,163,6300
198331,M. Vydra,26,Czech Republic,74,76,Burnley,7000,43,Right,1,3,CAM,2018,01/01/2021,5.75,157,13800
198352,S. Bell,26,Germany,76,77,1. FSV Mainz 05,7500,24,Right,1,2,RCB,2010,01/01/2020,6.333333333,194,14100
198504,J. Drmić,25,Switzerland,75,78,Borussia Mönchengladbach,8500,26,Right,2,3,ST,2015,01/01/2019,6,179,15100
198513,Cláudio Ramos,26,Portugal,78,82,CD Tondela,9500,6,Right,1,1,GK,2012,01/01/2020,6,187,20700
198553,C. Gamboa,28,Costa Rica,69,69,Celtic,825,22,Right,1,3,RB,2016,01/01/2019,5.75,165,1500
198554,A. Ujah,27,Nigeria,73,73,1. FSV Mainz 05,4300,23,Right,2,3,ST,2018,01/01/2021,6,179,7700
198560,Carlos Ruiz,34,Spain,69,69,CD Tenerife,325,5,Right,1,2,CB,2013,01/01/2019,6,176,520
198564,Jona,29,Honduras,70,70,CD Lugo,1800,7,Right,1,3,ST,2016,30/06/2019,6,176,4585.060806
198617,D. Drexler,28,Germany,74,74,1. FC Köln,5500,20,Right,1,3,LCM,2018,01/01/2022,6,157,8300
198625,S. Bain,26,Scotland,68,72,Celtic,800,14,Right,1,1,GK,2018,01/01/2022,5.916666667,185,1500
198641,K. Zohore,24,Denmark,72,77,Cardiff City,4200,30,Left,1,3,ST,2016,01/01/2020,6.333333333,212,8800
198654,A. Kolomeytsev,29,Russia,71,71,Lokomotiv Moscow,1800,1,Right,1,3,CDM,2015,01/01/2020,6,172,3900
198706,Luis Alberto,25,Spain,82,85,Lazio,28500,67,Right,2,4,CF,2016,01/01/2022,6,163,50600
198710,J. Rodríguez,26,Colombia,88,89,FC Bayern München,69500,315,Left,4,4,LAM,2016,30/06/2019,5.916666667,172,4585.060806
198784,A. Oxlade-Chamberlain,24,England,80,85,Liverpool,19500,94,Right,2,4,CM,2017,01/01/2022,5.75,154,38500
198810,B. Wright,25,Australia,71,74,Bristol City,2500,23,Right,1,2,CB,2017,01/01/2019,6,174,4900
198857,S. Romagnoli,28,Italy,70,70,Brescia,1400,8,Right,1,2,RCB,2016,30/06/2019,6.333333333,187,4585.060806
198927,T. Miller,28,England,61,61,Bury,200,3,Right,1,2,RWB,2018,01/01/2020,5.75,159,350
198946,D. D'Ambrosio,29,Italy,76,76,Inter,6000,50,Right,2,3,LB,2014,01/01/2021,5.916666667,165,10200
198950,Pablo Sarabia,26,Spain,82,83,Sevilla FC,26000,26,Left,2,4,RCM,2016,01/01/2020,5.75,154,56600
198955,Juan Muñiz,26,Spain,67,68,CD Lugo,900,4,Left,1,3,RM,2018,01/01/2020,5.833333333,163,1500
198964,Tyronne,27,Spain,68,68,CD Tenerife,950,5,Left,1,3,RM,2017,01/01/2020,5.916666667,159,1500
199005,M. Ryan,26,Australia,79,81,Brighton & Hove Albion,10500,41,Right,1,1,GK,2017,01/01/2022,6,181,20700
199042,C. Aránguiz,29,Chile,81,81,Bayer 04 Leverkusen,17000,76,Right,2,3,LDM,2015,01/01/2020,5.583333333,154,28900
199069,V. Aboubakar,26,Cameroon,80,82,FC Porto,18000,19,Right,3,5,ST,2014,01/01/2021,6,181,37400
199110,L. Muriel,27,Colombia,80,81,Sevilla FC,17500,24,Right,2,4,ST,2017,01/01/2022,5.833333333,174,38100
199152,D. Lekić,33,Serbia,71,71,Cádiz CF,1500,8,Right,1,2,ST,2018,01/01/2019,6.333333333,194,2400
199189,R. Barkley,24,England,79,82,Chelsea,16000,89,Right,2,4,CAM,2018,01/01/2023,6.083333333,192,30800
199247,Álex Fernández,25,Spain,72,77,Cádiz CF,3500,7,Right,1,3,CAM,2017,01/01/2022,5.916666667,150,5800
199254,João Pedro,26,Brazil,76,79,Cagliari,9500,30,Right,1,4,LS,2014,01/01/2022,6,161,16900
199304,Danilo,26,Brazil,79,80,Manchester City,12000,110,Right,2,3,RB,2017,01/01/2022,6,172,23100
199305,M. Wittek,29,Germany,69,69,1. FC Heidenheim 1846,825,7,Right,1,2,CB,2012,01/01/2020,6.333333333,194,1300
199347,T. Beermann,27,Germany,69,70,1. FC Heidenheim 1846,1000,6,Left,1,2,LCB,2013,01/01/2020,6.166666667,187,1600
199418,E. Bauthéac,30,France,74,74,Brisbane Roar,5500,7,Left,2,3,RM,2017,01/01/2019,5.583333333,152,6900
199451,W. Ben Yedder,27,France,82,82,Sevilla FC,23500,28,Right,2,4,RS,2016,01/01/2021,5.583333333,150,49400
199503,G. Xhaka,25,Switzerland,81,84,Arsenal,22000,115,Left,3,3,LDM,2016,01/01/2021,6.083333333,181,43500
199504,T. Xhaka,27,Albania,73,75,FC Basel 1893,3900,19,Right,,3,LDM,2010,01/01/2021,5.666666667,159,6200
199556,M. Verratti,25,Italy,86,89,Paris Saint-Germain,55000,135,Right,3,4,LCM,2012,01/01/2021,5.416666667,132,105900
199561,Nolito,31,Spain,79,79,Sevilla FC,11000,21,Right,3,4,LM,2017,01/01/2020,5.75,159,23100
199564,Sergi Roberto,26,Spain,83,86,FC Barcelona,26500,170,Right,3,4,RB,2013,,5.833333333,150,56300
199572,C. Deac,32,Romania,70,70,,,0,Left,1,3,CM,2016,,5.833333333,163,4585.060806
199577,Sergi Gómez,26,Spain,78,83,Sevilla FC,11500,17,Right,1,2,LCB,2018,01/01/2022,6.083333333,170,25000
199594,Paco Montañés,31,Spain,71,71,CD Tenerife,2100,7,Right,1,3,LM,2017,01/01/2019,5.666666667,161,3300
199620,S. Payne,26,England,65,65,Bristol Rovers,600,3,Right,1,3,RS,2018,01/01/2020,5.916666667,163,1100
199633,M. Lowton,29,England,77,77,Burnley,6500,50,Right,1,2,RB,2015,01/01/2021,5.916666667,172,12400
199767,M. van Ginkel,25,Netherlands,79,80,Chelsea,14500,98,Right,2,3,CM,2013,01/01/2020,6.083333333,181,27900
199792,A. Christiansen,28,Denmark,73,73,Malmö FF,4000,7,Right,1,3,RCM,2018,01/01/2022,5.75,165,5200
199845,F. Acerbi,30,Italy,83,83,Lazio,19000,64,Left,2,3,CB,2018,,6.333333333,194,32300
199915,L. Dunk,26,England,78,81,Brighton & Hove Albion,11000,46,Right,1,2,LCB,2010,01/01/2023,6.333333333,194,21700
199917,J. Forster-Caskey,24,England,67,74,Charlton Athletic,1100,4,Left,1,3,CM,2017,01/01/2019,5.833333333,141,2100
199940,J. Cuevas,30,Argentina,72,72,CD Everton de Viña del Mar,2900,4,Left,1,3,RW,2017,01/01/2018,5.25,139,4000
199960,J. Paterson,26,England,71,72,Bristol City,2800,26,Right,1,3,LM,2016,01/01/2021,5.75,148,5500
199987,J. Cillessen,29,Netherlands,82,84,FC Barcelona,18000,135,Right,3,1,GK,2016,01/01/2021,6.083333333,183,38300
200145,Casemiro,26,Brazil,88,90,Real Madrid,59500,285,Right,3,2,CDM,2013,01/01/2021,6.083333333,185,126400
200215,S. Rode,27,Germany,76,77,Borussia Dortmund,7500,40,Right,2,3,CDM,2016,01/01/2020,5.833333333,165,13300
200316,T. Horn,25,Germany,83,87,1. FC Köln,24000,25,Left,2,1,GK,2011,,6.333333333,198,37800
200408,B. Gibson,25,England,74,80,Burnley,6500,37,Left,1,2,CB,2018,01/01/2022,6.083333333,172,13700
200454,Paco Alcácer,24,Spain,81,85,Borussia Dortmund,23500,59,Right,2,3,ST,2018,01/01/2023,5.75,159,41700
200466,V. Eicher,27,Germany,67,69,1. FC Heidenheim 1846,625,4,Left,1,1,GK,2017,01/01/2020,6.25,187,1000
